['2021', '05', '16', '16', '37', '52']#T18.4L56.0
['2021', '06', '08', '07', '31', '12']#T17.5L85.0
['2021', '06', '08', '07', '41', '12']#T17.5L85.0
['2021', '06', '08', '07', '51', '13']#T17.8L84.00001
['2021', '06', '08', '08', '01', '13']#T17.8L84.00001
['2021', '06', '08', '08', '11', '13']#T18.2L84.00001
['2021', '06', '08', '08', '21', '13']#T18.2L84.00001
['2021', '06', '08', '08', '31', '13']#T18.5L83.0
['2021', '06', '08', '08', '41', '13']#T18.5L83.0
['2021', '06', '08', '08', '51', '13']#T18.7L82.0
['2021', '06', '08', '09', '01', '13']#T18.7L82.0
['2021', '06', '08', '09', '11', '13']#T19.0L81.0
['2021', '06', '08', '09', '21', '13']#T19.0L81.0
['2021', '06', '08', '09', '31', '13']#T19.2L79.0
['2021', '06', '08', '09', '41', '13']#T19.2L79.0
['2021', '06', '08', '09', '51', '13']#T19.6L78.0
['2021', '06', '08', '10', '01', '13']#T19.6L78.0
['2021', '06', '08', '10', '11', '13']#T20.1L76.0
['2021', '06', '08', '10', '21', '13']#T20.1L76.0
['2021', '06', '08', '10', '31', '13']#T20.6L75.0
['2021', '06', '08', '10', '41', '13']#T20.6L75.0
['2021', '06', '08', '10', '51', '13']#T21.3L73.0
['2021', '06', '08', '11', '01', '13']#T21.3L73.0
['2021', '06', '08', '11', '11', '13']#T21.8L70.0
['2021', '06', '08', '11', '21', '13']#T21.8L70.0
['2021', '06', '08', '11', '31', '13']#T22.3L68.0
['2021', '06', '08', '11', '41', '13']#T22.3L68.0
['2021', '06', '08', '11', '51', '13']#T22.7L66.0
['2021', '06', '08', '12', '01', '13']#T22.7L66.0
['2021', '06', '08', '12', '11', '13']#T22.9L65.0
['2021', '06', '08', '12', '21', '13']#T22.9L65.0
['2021', '06', '08', '12', '31', '14']#T23.4L62.0
['2021', '06', '08', '12', '41', '14']#T23.4L62.0
['2021', '06', '08', '12', '51', '14']#T23.9L62.0
['2021', '06', '08', '13', '01', '14']#T23.9L62.0
['2021', '06', '08', '13', '11', '14']#T24.3L61.0
['2021', '06', '08', '13', '21', '14']#T24.3L61.0
['2021', '06', '08', '13', '31', '14']#T24.6L58.0
['2021', '06', '08', '13', '41', '14']#T24.6L58.0
['2021', '06', '08', '13', '51', '14']#T24.8L55.0
['2021', '06', '08', '14', '01', '14']#T24.8L55.0
['2021', '06', '08', '14', '11', '14']#T25.1L52.0
['2021', '06', '08', '14', '21', '14']#T25.1L52.0
['2021', '06', '08', '14', '31', '14']#T25.3L52.0
['2021', '06', '08', '14', '41', '14']#T25.3L52.0
['2021', '06', '08', '14', '51', '14']#T25.5L50.0
['2021', '06', '08', '15', '01', '14']#T25.5L50.0
['2021', '06', '08', '15', '11', '14']#T25.6L50.0
['2021', '06', '08', '15', '21', '14']#T25.6L50.0
['2021', '06', '08', '15', '31', '14']#T25.8L49.0
['2021', '06', '08', '15', '41', '14']#T25.8L49.0
['2021', '06', '08', '15', '51', '14']#T26.0L47.0
['2021', '06', '08', '16', '01', '14']#T26.0L47.0
['2021', '06', '08', '16', '11', '14']#T26.1L49.0
['2021', '06', '08', '16', '21', '14']#T26.1L49.0
['2021', '06', '08', '16', '31', '14']#T25.3L49.0
['2021', '06', '08', '16', '41', '14']#T25.3L49.0
['2021', '06', '08', '16', '51', '15']#T25.6L46.0
['2021', '06', '08', '17', '01', '15']#T25.6L46.0
['2021', '06', '08', '17', '11', '15']#T26.0L47.0
['2021', '06', '08', '17', '21', '15']#T26.0L47.0
['2021', '06', '08', '17', '31', '15']#T25.4L48.0
['2021', '06', '08', '17', '41', '15']#T25.4L48.0
['2021', '06', '08', '17', '51', '15']#T25.4L49.0
['2021', '06', '08', '18', '01', '15']#T25.4L49.0
['2021', '06', '08', '18', '11', '15']#T24.6L51.0
['2021', '06', '08', '18', '21', '15']#T24.6L51.0
['2021', '06', '08', '18', '31', '15']#T24.7L53.0
['2021', '06', '08', '18', '41', '15']#T24.7L53.0
['2021', '06', '08', '18', '51', '15']#T24.4L53.0
['2021', '06', '08', '19', '01', '15']#T24.4L53.0
['2021', '06', '08', '19', '11', '15']#T24.3L54.0
['2021', '06', '08', '19', '21', '15']#T24.3L54.0
['2021', '06', '08', '19', '31', '15']#T23.8L57.0
['2021', '06', '08', '19', '41', '15']#T23.8L57.0
['2021', '06', '08', '19', '51', '15']#T23.4L58.0
['2021', '06', '08', '20', '01', '15']#T23.4L58.0
['2021', '06', '08', '20', '11', '15']#T23.1L58.0
['2021', '06', '08', '20', '21', '15']#T23.1L58.0
['2021', '06', '08', '20', '31', '15']#T23.0L60.0
['2021', '06', '08', '20', '41', '15']#T23.0L60.0
['2021', '06', '08', '20', '51', '16']#T22.6L61.0
['2021', '06', '08', '21', '01', '16']#T22.6L61.0
['2021', '06', '08', '21', '11', '16']#T22.4L62.0
['2021', '06', '08', '21', '21', '16']#T22.4L62.0
['2021', '06', '08', '21', '31', '16']#T22.3L63.0
['2021', '06', '08', '21', '41', '16']#T22.3L63.0
['2021', '06', '08', '21', '51', '16']#T22.2L63.0
['2021', '06', '08', '22', '01', '16']#T22.2L63.0
['2021', '06', '08', '22', '11', '16']#T21.9L64.0
['2021', '06', '08', '22', '21', '16']#T21.9L64.0
['2021', '06', '08', '22', '31', '16']#T21.2L66.0
['2021', '06', '08', '22', '41', '16']#T21.2L66.0
['2021', '06', '08', '22', '51', '16']#T20.6L66.0
['2021', '06', '08', '23', '01', '16']#T20.6L66.0
['2021', '06', '08', '23', '11', '16']#T20.4L67.0
['2021', '06', '08', '23', '21', '16']#T20.4L67.0
['2021', '06', '08', '23', '31', '16']#T20.1L68.0
['2021', '06', '08', '23', '41', '16']#T20.1L68.0
['2021', '06', '08', '23', '51', '16']#T19.9L69.0
['2021', '06', '09', '00', '01', '16']#T19.9L69.0
['2021', '06', '09', '00', '11', '16']#T19.7L71.0
['2021', '06', '09', '00', '21', '16']#T19.7L71.0
['2021', '06', '09', '00', '31', '16']#T20.1L68.0
['2021', '06', '09', '00', '41', '16']#T20.1L68.0
['2021', '06', '09', '00', '51', '16']#T20.2L67.0
['2021', '06', '09', '01', '01', '16']#T20.2L67.0
['2021', '06', '09', '01', '11', '16']#T20.0L67.0
['2021', '06', '09', '01', '21', '16']#T20.0L67.0
['2021', '06', '09', '01', '31', '17']#T20.0L68.0
['2021', '06', '09', '01', '41', '17']#T20.0L68.0
['2021', '06', '09', '01', '51', '17']#T19.8L68.0
['2021', '06', '09', '02', '01', '17']#T19.8L68.0
['2021', '06', '09', '02', '11', '17']#T19.5L69.0
['2021', '06', '09', '02', '21', '17']#T19.5L69.0
['2021', '06', '09', '02', '31', '17']#T19.4L70.0
['2021', '06', '09', '02', '41', '17']#T19.4L70.0
['2021', '06', '09', '02', '51', '17']#T19.2L71.0
['2021', '06', '09', '03', '01', '17']#T19.2L71.0
['2021', '06', '09', '03', '11', '17']#T18.7L70.0
['2021', '06', '09', '03', '21', '17']#T18.7L70.0
['2021', '06', '09', '03', '31', '17']#T18.7L70.0
['2021', '06', '09', '03', '41', '17']#T18.7L70.0
['2021', '06', '09', '03', '51', '17']#T18.6L70.0
['2021', '06', '09', '04', '01', '17']#T18.6L70.0
['2021', '06', '09', '04', '11', '17']#T18.7L69.0
['2021', '06', '09', '04', '21', '17']#T18.7L69.0
['2021', '06', '09', '04', '31', '17']#T18.6L68.0
['2021', '06', '09', '04', '41', '17']#T18.6L68.0
['2021', '06', '09', '04', '51', '17']#T18.3L70.0
['2021', '06', '09', '05', '01', '17']#T18.3L70.0
['2021', '06', '09', '05', '11', '17']#T18.0L70.0
['2021', '06', '09', '05', '21', '17']#T18.0L70.0
['2021', '06', '09', '05', '31', '17']#T18.1L71.0
['2021', '06', '09', '05', '41', '17']#T18.1L71.0
['2021', '06', '09', '05', '51', '17']#T17.7L70.0
['2021', '06', '09', '06', '01', '17']#T17.7L70.0
['2021', '06', '09', '06', '11', '18']#T18.0L72.0
['2021', '06', '09', '06', '21', '17']#T18.0L72.0
['2021', '06', '09', '06', '31', '18']#T17.7L72.0
['2021', '06', '09', '06', '41', '18']#T17.7L72.0
['2021', '06', '09', '06', '51', '18']#T17.5L73.0
['2021', '06', '09', '07', '01', '18']#T17.5L73.0
['2021', '06', '09', '07', '11', '18']#T17.6L73.0
['2021', '06', '09', '07', '21', '18']#T17.6L73.0
['2021', '06', '09', '07', '31', '18']#T17.5L73.0
['2021', '06', '09', '07', '41', '18']#T17.5L73.0
['2021', '06', '09', '07', '51', '18']#T18.2L73.0
['2021', '06', '09', '08', '01', '18']#T18.2L73.0
['2021', '06', '09', '08', '11', '18']#T18.8L72.0
['2021', '06', '09', '08', '21', '18']#T18.8L72.0
['2021', '06', '09', '08', '31', '18']#T18.9L70.0
['2021', '06', '09', '08', '41', '18']#T18.9L70.0
['2021', '06', '09', '08', '51', '18']#T19.2L70.0
['2021', '06', '09', '09', '01', '18']#T19.2L70.0
['2021', '06', '09', '09', '11', '18']#T19.7L68.0
['2021', '06', '09', '09', '21', '18']#T19.7L68.0
['2021', '06', '09', '09', '31', '18']#T19.7L66.0
['2021', '06', '09', '09', '41', '18']#T19.7L66.0
['2021', '06', '09', '09', '51', '18']#T20.1L65.0
['2021', '06', '09', '10', '01', '18']#T20.1L65.0
['2021', '06', '09', '10', '11', '18']#T20.6L64.0
['2021', '06', '09', '10', '21', '18']#T20.6L64.0
['2021', '06', '09', '10', '31', '19']#T20.5L64.0
['2021', '06', '09', '10', '41', '19']#T20.5L64.0
['2021', '06', '09', '10', '51', '19']#T21.2L63.0
['2021', '06', '09', '11', '01', '19']#T21.2L63.0
['2021', '06', '09', '11', '11', '19']#T21.4L61.0
['2021', '06', '09', '11', '21', '19']#T21.4L61.0
['2021', '06', '09', '11', '31', '19']#T21.9L58.0
['2021', '06', '09', '11', '41', '19']#T21.9L58.0
['2021', '06', '09', '11', '51', '19']#T22.3L56.0
['2021', '06', '09', '12', '01', '19']#T22.3L56.0
['2021', '06', '09', '12', '11', '19']#T22.7L56.0
['2021', '06', '09', '12', '21', '19']#T22.7L56.0
['2021', '06', '09', '12', '31', '19']#T22.7L54.0
['2021', '06', '09', '12', '41', '19']#T22.7L54.0
['2021', '06', '09', '12', '51', '19']#T23.3L52.0
['2021', '06', '09', '13', '01', '19']#T23.3L52.0
['2021', '06', '09', '13', '11', '19']#T23.5L49.0
['2021', '06', '09', '13', '21', '19']#T23.5L49.0
['2021', '06', '09', '13', '31', '19']#T24.0L48.0
['2021', '06', '09', '13', '41', '19']#T24.0L48.0
['2021', '06', '09', '13', '51', '19']#T24.2L45.0
['2021', '06', '09', '14', '01', '19']#T24.2L45.0
['2021', '06', '09', '14', '11', '19']#T24.5L45.0
['2021', '06', '09', '14', '21', '19']#T24.5L45.0
['2021', '06', '09', '14', '31', '19']#T24.8L45.0
['2021', '06', '09', '14', '41', '19']#T24.8L45.0
['2021', '06', '09', '14', '51', '19']#T24.9L40.0
['2021', '06', '09', '15', '01', '19']#T24.9L40.0
['2021', '06', '09', '15', '11', '20']#T25.0L41.0
['2021', '06', '09', '15', '21', '20']#T25.0L41.0
['2021', '06', '09', '15', '31', '20']#T24.9L39.0
['2021', '06', '09', '15', '41', '20']#T24.9L39.0
['2021', '06', '09', '15', '51', '20']#T25.3L40.0
['2021', '06', '09', '16', '01', '20']#T25.3L40.0
['2021', '06', '09', '16', '11', '20']#T25.3L39.0
['2021', '06', '09', '16', '21', '20']#T25.3L39.0
['2021', '06', '09', '16', '31', '20']#T24.8L39.0
['2021', '06', '09', '16', '41', '20']#T24.8L39.0
['2021', '06', '09', '16', '51', '20']#T25.0L39.0
['2021', '06', '09', '17', '01', '20']#T25.0L39.0
['2021', '06', '09', '17', '11', '20']#T25.0L39.0
['2021', '06', '09', '17', '21', '20']#T25.0L39.0
['2021', '06', '09', '17', '31', '20']#T25.1L39.0
['2021', '06', '09', '17', '41', '20']#T25.1L39.0
['2021', '06', '09', '17', '51', '20']#T25.2L39.0
['2021', '06', '09', '18', '01', '20']#T25.2L39.0
['2021', '06', '09', '18', '11', '20']#T25.1L40.0
['2021', '06', '09', '18', '21', '20']#T25.1L40.0
['2021', '06', '09', '18', '31', '20']#T24.8L41.0
['2021', '06', '09', '18', '41', '20']#T24.8L41.0
['2021', '06', '09', '18', '51', '20']#T24.7L41.0
['2021', '06', '09', '19', '01', '20']#T24.7L41.0
['2021', '06', '09', '19', '11', '21']#T24.5L43.0
['2021', '06', '09', '19', '21', '21']#T24.5L43.0
['2021', '06', '09', '19', '31', '21']#T24.3L43.0
['2021', '06', '09', '19', '41', '21']#T24.3L43.0
['2021', '06', '09', '19', '51', '21']#T24.1L44.0
['2021', '06', '09', '20', '01', '21']#T24.1L44.0
['2021', '06', '09', '20', '11', '21']#T23.7L46.0
['2021', '06', '09', '20', '21', '21']#T23.7L46.0
['2021', '06', '09', '20', '31', '21']#T22.7L49.0
['2021', '06', '09', '20', '41', '21']#T22.7L49.0
['2021', '06', '09', '20', '51', '21']#T21.8L51.0
['2021', '06', '09', '21', '01', '21']#T21.8L51.0
['2021', '06', '09', '21', '11', '21']#T20.8L52.0
['2021', '06', '09', '21', '21', '21']#T20.8L52.0
['2021', '06', '09', '21', '31', '21']#T20.3L54.0
['2021', '06', '09', '21', '41', '21']#T20.3L54.0
['2021', '06', '09', '21', '51', '21']#T19.2L58.0
['2021', '06', '09', '22', '01', '21']#T19.2L58.0
['2021', '06', '09', '22', '11', '21']#T18.7L59.0
['2021', '06', '09', '22', '21', '21']#T18.7L59.0
['2021', '06', '09', '22', '31', '21']#T18.2L60.0
['2021', '06', '09', '22', '41', '21']#T18.2L60.0
['2021', '06', '09', '22', '51', '21']#T18.2L61.0
['2021', '06', '09', '23', '01', '21']#T18.2L61.0
['2021', '06', '09', '23', '11', '21']#T17.8L61.0
['2021', '06', '09', '23', '21', '21']#T17.8L61.0
['2021', '06', '09', '23', '31', '21']#T17.5L63.0
['2021', '06', '09', '23', '41', '21']#T17.5L63.0
['2021', '06', '09', '23', '51', '22']#T17.4L63.0
['2021', '06', '10', '00', '01', '22']#T17.4L63.0
['2021', '06', '10', '00', '11', '22']#T17.2L64.0
['2021', '06', '10', '00', '21', '22']#T17.2L64.0
['2021', '06', '10', '00', '31', '22']#T16.8L66.0
['2021', '06', '10', '00', '41', '22']#T16.8L66.0
['2021', '06', '10', '00', '51', '22']#T16.2L67.0
['2021', '06', '10', '01', '01', '22']#T16.2L67.0
['2021', '06', '10', '01', '11', '22']#T15.8L67.0
['2021', '06', '10', '01', '21', '22']#T15.8L67.0
['2021', '06', '10', '01', '31', '22']#T15.9L68.0
['2021', '06', '10', '01', '41', '22']#T15.9L68.0
['2021', '06', '10', '01', '51', '22']#T15.7L69.0
['2021', '06', '10', '02', '01', '22']#T15.7L69.0
['2021', '06', '10', '02', '11', '22']#T15.4L70.0
['2021', '06', '10', '02', '21', '22']#T15.4L70.0
['2021', '06', '10', '02', '31', '22']#T15.1L71.0
['2021', '06', '10', '02', '41', '22']#T15.1L71.0
['2021', '06', '10', '02', '51', '22']#T15.0L72.0
['2021', '06', '10', '03', '01', '22']#T15.0L72.0
['2021', '06', '10', '03', '11', '22']#T15.0L73.0
['2021', '06', '10', '03', '21', '22']#T15.0L73.0
['2021', '06', '10', '03', '31', '22']#T15.0L73.0
['2021', '06', '10', '03', '41', '22']#T15.0L73.0
['2021', '06', '10', '03', '51', '22']#T14.9L73.0
['2021', '06', '10', '04', '01', '22']#T14.9L73.0
['2021', '06', '10', '04', '11', '23']#T14.9L73.0
['2021', '06', '10', '04', '21', '23']#T14.9L73.0
['2021', '06', '10', '04', '31', '23']#T14.7L74.0
['2021', '06', '10', '04', '41', '23']#T14.7L74.0
['2021', '06', '10', '04', '51', '23']#T14.7L75.0
['2021', '06', '10', '05', '01', '23']#T14.7L75.0
['2021', '06', '10', '05', '11', '23']#T16.2L72.0
['2021', '06', '10', '05', '21', '23']#T16.2L72.0
['2021', '06', '10', '05', '31', '23']#T16.7L70.0
['2021', '06', '10', '05', '41', '23']#T16.7L70.0
['2021', '06', '10', '05', '51', '23']#T17.0L69.0
['2021', '06', '10', '06', '01', '23']#T17.0L69.0
['2021', '06', '10', '06', '11', '23']#T17.3L68.0
['2021', '06', '10', '06', '21', '23']#T17.3L68.0
['2021', '06', '10', '06', '31', '23']#T17.5L67.0
['2021', '06', '10', '06', '41', '23']#T17.5L67.0
['2021', '06', '10', '06', '51', '23']#T17.5L67.0
['2021', '06', '10', '07', '01', '23']#T17.5L67.0
['2021', '06', '10', '07', '11', '23']#T17.7L67.0
['2021', '06', '10', '07', '21', '23']#T17.7L67.0
['2021', '06', '10', '07', '31', '23']#T17.8L68.0
['2021', '06', '10', '07', '41', '23']#T17.8L68.0
['2021', '06', '10', '07', '51', '23']#T18.1L69.0
['2021', '06', '10', '08', '01', '23']#T18.1L69.0
['2021', '06', '10', '08', '11', '23']#T18.5L69.0
['2021', '06', '10', '08', '21', '23']#T18.5L69.0
['2021', '06', '10', '08', '31', '23']#T18.6L69.0
['2021', '06', '10', '08', '41', '23']#T18.6L69.0
['2021', '06', '10', '08', '51', '23']#T18.7L69.0
['2021', '06', '10', '09', '01', '23']#T18.7L69.0
['2021', '06', '10', '09', '11', '24']#T19.0L70.0
['2021', '06', '10', '09', '21', '24']#T19.0L70.0
['2021', '06', '10', '09', '31', '24']#T19.2L70.0
['2021', '06', '10', '09', '41', '24']#T19.2L70.0
['2021', '06', '10', '09', '51', '24']#T20.4L69.0
['2021', '06', '10', '10', '01', '24']#T20.4L69.0
['2021', '06', '10', '10', '11', '24']#T21.6L67.0
['2021', '06', '10', '10', '21', '24']#T21.6L67.0
['2021', '06', '10', '10', '31', '24']#T22.3L65.0
['2021', '06', '10', '10', '41', '24']#T22.3L65.0
['2021', '06', '10', '10', '51', '24']#T23.0L64.0
['2021', '06', '10', '11', '01', '24']#T23.0L64.0
['2021', '06', '10', '11', '11', '24']#T22.9L64.0
['2021', '06', '10', '11', '21', '24']#T22.9L64.0
['2021', '06', '10', '11', '31', '24']#T23.7L61.0
['2021', '06', '10', '11', '41', '24']#T23.7L61.0
['2021', '06', '10', '11', '51', '24']#T24.3L58.0
['2021', '06', '10', '12', '01', '24']#T24.3L58.0
['2021', '06', '10', '12', '11', '24']#T23.3L61.0
['2021', '06', '10', '12', '21', '24']#T23.3L61.0
['2021', '06', '10', '12', '31', '24']#T24.0L60.0
['2021', '06', '10', '12', '41', '24']#T24.0L60.0
['2021', '06', '10', '12', '51', '24']#T21.0L59.0
['2021', '06', '10', '13', '01', '24']#T21.0L59.0
['2021', '06', '10', '13', '11', '24']#T19.5L64.0
['2021', '06', '10', '13', '21', '24']#T19.5L64.0
['2021', '06', '10', '13', '31', '25']#T18.2L69.0
['2021', '06', '10', '13', '41', '25']#T18.2L69.0
['2021', '06', '10', '13', '51', '25']#T17.5L73.0
['2021', '06', '10', '14', '01', '25']#T17.5L73.0
['2021', '06', '10', '14', '11', '25']#T17.8L72.0
['2021', '06', '10', '14', '21', '25']#T17.8L72.0
['2021', '06', '10', '14', '31', '25']#T18.7L73.0
['2021', '06', '10', '14', '41', '25']#T18.7L73.0
['2021', '06', '10', '14', '51', '25']#T19.6L76.0
['2021', '06', '10', '15', '01', '25']#T19.6L76.0
['2021', '06', '10', '15', '11', '25']#T20.8L73.0
['2021', '06', '10', '15', '21', '25']#T20.8L73.0
['2021', '06', '10', '15', '31', '25']#T22.2L69.0
['2021', '06', '10', '15', '41', '25']#T22.2L69.0
['2021', '06', '10', '15', '51', '25']#T23.0L67.0
['2021', '06', '10', '16', '01', '25']#T23.0L67.0
['2021', '06', '10', '16', '11', '25']#T23.6L63.0
['2021', '06', '10', '16', '21', '25']#T23.6L63.0
['2021', '06', '10', '16', '31', '25']#T24.0L59.0
['2021', '06', '10', '16', '41', '25']#T24.0L59.0
['2021', '06', '10', '16', '51', '25']#T23.8L59.0
['2021', '06', '10', '17', '01', '25']#T23.8L59.0
['2021', '06', '10', '17', '11', '25']#T24.3L59.0
['2021', '06', '10', '17', '21', '25']#T24.3L59.0
['2021', '06', '10', '17', '31', '25']#T24.3L57.0
['2021', '06', '10', '18', '21', '26']#T24.2L57.0
['2021', '06', '10', '18', '31', '26']#T24.0L57.0
['2021', '06', '10', '18', '41', '26']#T24.0L57.0
['2021', '06', '10', '18', '51', '26']#T24.0L57.0
['2021', '06', '10', '19', '01', '26']#T24.0L57.0
['2021', '06', '10', '19', '11', '26']#T23.9L57.0
['2021', '06', '10', '19', '21', '26']#T23.9L57.0
['2021', '06', '10', '19', '31', '26']#T23.6L59.0
['2021', '06', '10', '19', '41', '26']#T23.6L59.0
['2021', '06', '10', '19', '51', '26']#T22.9L62.0
['2021', '06', '10', '20', '01', '26']#T22.9L62.0
['2021', '06', '10', '20', '11', '26']#T22.3L62.0
['2021', '06', '10', '20', '21', '26']#T22.3L62.0
['2021', '06', '10', '20', '31', '26']#T21.9L62.0
['2021', '06', '10', '20', '41', '26']#T21.9L62.0
['2021', '06', '10', '20', '51', '26']#T21.6L63.0
['2021', '06', '10', '21', '01', '26']#T21.6L63.0
['2021', '06', '10', '21', '11', '26']#T20.9L63.0
['2021', '06', '10', '21', '21', '26']#T20.9L63.0
['2021', '06', '10', '21', '31', '26']#T20.7L65.0
['2021', '06', '10', '21', '41', '26']#T20.7L65.0
['2021', '06', '10', '21', '51', '26']#T20.0L67.0
['2021', '06', '10', '22', '01', '27']#T20.0L67.0
['2021', '06', '10', '22', '11', '27']#T19.7L68.0
['2021', '06', '10', '22', '21', '27']#T19.7L68.0
['2021', '06', '10', '22', '31', '27']#T19.8L68.0
['2021', '06', '10', '22', '41', '27']#T19.8L68.0
['2021', '06', '10', '22', '51', '27']#T19.7L69.0
['2021', '06', '10', '23', '01', '27']#T19.7L69.0
['2021', '06', '10', '23', '11', '27']#T19.2L70.0
['2021', '06', '10', '23', '21', '27']#T19.2L70.0
['2021', '06', '10', '23', '31', '27']#T19.1L71.0
['2021', '06', '10', '23', '41', '27']#T19.1L71.0
['2021', '06', '10', '23', '51', '27']#T19.0L71.0
['2021', '06', '11', '00', '01', '27']#T19.0L71.0
['2021', '06', '11', '00', '11', '27']#T19.0L71.0
['2021', '06', '11', '00', '21', '27']#T19.0L71.0
['2021', '06', '11', '00', '31', '27']#T18.9L71.0
['2021', '06', '11', '00', '41', '27']#T18.9L71.0
['2021', '06', '11', '00', '51', '27']#T18.6L72.0
['2021', '06', '11', '01', '01', '27']#T18.6L72.0
['2021', '06', '11', '01', '11', '27']#T18.7L72.0
['2021', '06', '11', '01', '21', '27']#T18.7L72.0
['2021', '06', '11', '01', '31', '27']#T18.7L72.0
['2021', '06', '11', '01', '41', '27']#T18.7L72.0
['2021', '06', '11', '01', '51', '27']#T18.6L73.0
['2021', '06', '11', '02', '01', '27']#T18.6L73.0
['2021', '06', '11', '02', '11', '27']#T18.5L73.0
['2021', '06', '11', '02', '21', '27']#T18.5L73.0
['2021', '06', '11', '02', '31', '27']#T18.3L74.0
['2021', '06', '11', '02', '41', '27']#T18.3L74.0
['2021', '06', '11', '02', '51', '28']#T18.0L75.0
['2021', '06', '11', '03', '01', '28']#T18.0L75.0
['2021', '06', '11', '03', '11', '28']#T18.0L75.0
['2021', '06', '11', '03', '21', '28']#T18.0L75.0
['2021', '06', '11', '03', '31', '28']#T18.0L76.0
['2021', '06', '11', '03', '41', '28']#T18.0L76.0
['2021', '06', '11', '03', '51', '28']#T18.0L76.0
['2021', '06', '11', '04', '01', '28']#T18.0L76.0
['2021', '06', '11', '04', '11', '28']#T17.9L75.0
['2021', '06', '11', '04', '21', '28']#T17.9L75.0
['2021', '06', '11', '04', '31', '28']#T17.8L75.0
['2021', '06', '11', '04', '41', '28']#T17.8L75.0
['2021', '06', '11', '04', '51', '28']#T17.8L75.0
['2021', '06', '11', '05', '01', '28']#T17.8L75.0
['2021', '06', '11', '05', '11', '28']#T17.8L75.0
['2021', '06', '11', '05', '21', '28']#T17.8L75.0
['2021', '06', '11', '05', '31', '28']#T17.7L76.0
['2021', '06', '11', '05', '41', '28']#T17.7L76.0
['2021', '06', '11', '05', '51', '28']#T17.7L76.0
['2021', '06', '11', '06', '01', '28']#T17.7L76.0
['2021', '06', '11', '06', '11', '28']#T17.6L77.0
['2021', '06', '11', '06', '21', '28']#T17.6L77.0
['2021', '06', '11', '06', '31', '28']#T17.5L77.0
['2021', '06', '11', '06', '41', '28']#T17.5L77.0
['2021', '06', '11', '06', '51', '28']#T17.7L77.0
['2021', '06', '11', '07', '01', '28']#T17.7L77.0
['2021', '06', '11', '07', '11', '29']#T17.8L77.0
['2021', '06', '11', '07', '21', '29']#T17.8L77.0
['2021', '06', '11', '07', '31', '29']#T18.0L78.0
['2021', '06', '11', '07', '41', '29']#T18.0L78.0
['2021', '06', '11', '07', '51', '29']#T18.1L78.0
['2021', '06', '11', '08', '01', '29']#T18.1L78.0
['2021', '06', '11', '08', '11', '29']#T18.4L77.0
['2021', '06', '11', '08', '21', '29']#T18.4L77.0
['2021', '06', '11', '08', '31', '29']#T18.5L77.0
['2021', '06', '11', '08', '41', '29']#T18.5L77.0
['2021', '06', '11', '08', '51', '29']#T19.0L77.0
['2021', '06', '11', '09', '01', '29']#T19.0L77.0
['2021', '06', '11', '09', '11', '29']#T19.6L76.0
['2021', '06', '11', '09', '21', '29']#T19.6L76.0
['2021', '06', '11', '09', '31', '29']#T20.0L75.0
['2021', '06', '11', '09', '51', '29']#T20.7L74.0
['2021', '06', '11', '10', '01', '29']#T20.7L74.0
['2021', '06', '11', '10', '11', '29']#T21.3L73.0
['2021', '06', '11', '10', '21', '29']#T21.3L73.0
['2021', '06', '11', '10', '31', '29']#T21.8L71.0
['2021', '06', '11', '10', '41', '29']#T21.8L71.0
['2021', '06', '11', '10', '51', '29']#T22.3L69.0
['2021', '06', '11', '11', '01', '29']#T22.3L69.0
['2021', '06', '11', '11', '11', '29']#T22.8L68.0
['2021', '06', '11', '11', '21', '29']#T22.8L68.0
['2021', '06', '11', '11', '31', '30']#T23.1L67.0
['2021', '06', '11', '11', '41', '30']#T23.1L67.0
['2021', '06', '11', '11', '51', '30']#T23.4L66.0
['2021', '06', '11', '12', '01', '30']#T23.4L66.0
['2021', '06', '11', '12', '11', '30']#T24.0L64.0
['2021', '06', '11', '12', '21', '30']#T24.0L64.0
['2021', '06', '11', '12', '31', '30']#T24.2L64.0
['2021', '06', '11', '12', '41', '30']#T24.2L64.0
['2021', '06', '11', '12', '51', '30']#T24.2L63.0
['2021', '06', '11', '13', '01', '30']#T24.2L63.0
['2021', '06', '11', '13', '11', '30']#T24.4L61.0
['2021', '06', '11', '13', '21', '31']#T24.4L61.0
['2021', '06', '11', '13', '31', '31']#T24.9L59.0
['2021', '06', '11', '13', '41', '31']#T24.9L59.0
['2021', '06', '11', '13', '51', '31']#T25.6L57.0
['2021', '06', '11', '14', '01', '31']#T25.6L57.0
['2021', '06', '11', '14', '11', '31']#T25.9L53.0
['2021', '06', '11', '14', '21', '31']#T25.9L53.0
['2021', '06', '11', '14', '31', '31']#T26.1L52.0
['2021', '06', '11', '14', '41', '31']#T26.1L52.0
['2021', '06', '11', '14', '51', '30']#T26.4L49.0
['2021', '06', '11', '15', '01', '30']#T26.4L49.0
['2021', '06', '11', '15', '11', '30']#T25.8L49.0
['2021', '06', '11', '15', '21', '30']#T25.8L49.0
['2021', '06', '11', '15', '31', '30']#T26.2L49.0
['2021', '06', '11', '15', '41', '30']#T26.2L49.0
['2021', '06', '11', '15', '51', '31']#T26.1L50.0
['2021', '06', '11', '16', '01', '31']#T26.1L50.0
['2021', '06', '11', '16', '11', '31']#T26.5L47.0
['2021', '06', '11', '16', '21', '31']#T26.5L47.0
